apartment_name
경희궁의아침3단지
경희궁의아침4단지
경희궁자이(2단지)
경희궁자이(3단지)
경희궁파크팰리스
광화문스페이스본(101동~105동)
노블레스빌
도시그린빌라
두산
부암스카이뷰
삼성
삼전솔하임2차
삼전솔하임4차
아남1
아남2
운현신화타워
유성
종로센트레빌
창신쌍용2
현대
현대뜨레비앙
효성쥬얼리시티
